category,scientific_name,common_names,conservation_status,park_name,observations
Bird,Tringa solitaria,Solitary Sandpiper,,Yosemite National Park,182
Bird,Tringa solitaria,Solitary Sandpiper,,Bryce National Park,115
Vascular Plant,Triodanis biflora,Small Venus' Looking-Glass,,Bryce National Park,76
Vascular Plant,Triodanis biflora,Small Venus' Looking-Glass,,Great Smoky Mountains National Park,89
Vascular Plant,Triodanis biflora,Small Venus' Looking-Glass,,Yosemite National Park,141
Vascular Plant,Triodanis biflora,Small Venus' Looking-Glass,,Yellowstone National Park,234
Vascular Plant,Triodanis perfoliata var. perfoliata,Venus? Looking-Glass,,Yosemite National Park,180
Vascular Plant,Triodanis perfoliata var. perfoliata,Venus? Looking-Glass,,Great Smoky Mountains National Park,83
Vascular Plant,Triodanis perfoliata var. perfoliata,Venus? Looking-Glass,,Bryce National Park,104
Vascular Plant,Triodanis perfoliata var. perfoliata,Venus? Looking-Glass,,Yellowstone National Park,262
Vascular Plant,Triosteum angustifolium,Yellowfruit Horsegentian,,Great Smoky Mountains National Park,75
Vascular Plant,Triosteum angustifolium,Yellowfruit Horsegentian,,Yellowstone National Park,282
Vascular Plant,Triosteum angustifolium,Yellowfruit Horsegentian,,Bryce National Park,89
Vascular Plant,Triosteum angustifolium,Yellowfruit Horsegentian,,Yosemite National Park,183
Vascular Plant,Triosteum aurantiacum,"Coffee Tinker's-Weed, Horse-Gentian",,Yosemite National Park,144
Vascular Plant,Triosteum aurantiacum,"Coffee Tinker's-Weed, Horse-Gentian",,Bryce National Park,108
Vascular Plant,Triosteum aurantiacum,"Coffee Tinker's-Weed, Horse-Gentian",,Yellowstone National Park,243
Vascular Plant,Triosteum aurantiacum,"Coffee Tinker's-Weed, Horse-Gentian",,Great Smoky Mountains National Park,80
Vascular Plant,Triosteum perfoliatum,Feverwort,,Yellowstone National Park,257
Vascular Plant,Triosteum perfoliatum,Feverwort,,Bryce National Park,121
Vascular Plant,Triosteum perfoliatum,Feverwort,,Yosemite National Park,137
Vascular Plant,Triosteum perfoliatum,Feverwort,,Great Smoky Mountains National Park,28
Vascular Plant,Triphora trianthophora,Nodding Pogonia,,Yellowstone National Park,258
Vascular Plant,Triphora trianthophora,Nodding Pogonia,,Yosemite National Park,180
Vascular Plant,Triphora trianthophora,Nodding Pogonia,,Bryce National Park,73
Vascular Plant,Triphora trianthophora,Nodding Pogonia,,Great Smoky Mountains National Park,47
Vascular Plant,Tripsacum dactyloides,Eastern Gamma Grass,,Yellowstone National Park,258
Vascular Plant,Tripsacum dactyloides,Eastern Gamma Grass,,Bryce National Park,80
Vascular Plant,Tripsacum dactyloides,Eastern Gamma Grass,,Great Smoky Mountains National Park,108
Vascular Plant,Tripsacum dactyloides,Eastern Gamma Grass,,Yosemite National Park,169
Vascular Plant,Trisetum canescens,Tall Trisetum,,Great Smoky Mountains National Park,64
Vascular Plant,Trisetum canescens,Tall Trisetum,,Bryce National Park,95
Vascular Plant,Trisetum canescens,Tall Trisetum,,Yosemite National Park,158
Vascular Plant,Trisetum canescens,Tall Trisetum,,Yellowstone National Park,282
Vascular Plant,Trisetum spicatum,Spike Trisetum,,Bryce National Park,119
Vascular Plant,Trisetum spicatum,Spike Trisetum,,Yellowstone National Park,235
Vascular Plant,Trisetum spicatum,Spike Trisetum,,Great Smoky Mountains National Park,54
Vascular Plant,Trisetum spicatum,Spike Trisetum,,Yosemite National Park,162
Vascular Plant,Trisetum wolfii,"Wolf Trisetum, Wolf's Trisetum",,Great Smoky Mountains National Park,74
Vascular Plant,Trisetum wolfii,"Wolf Trisetum, Wolf's Trisetum",,Bryce National Park,147
Vascular Plant,Trisetum wolfii,"Wolf Trisetum, Wolf's Trisetum",,Yellowstone National Park,265
Vascular Plant,Trisetum wolfii,"Wolf Trisetum, Wolf's Trisetum",,Yosemite National Park,123
Vascular Plant,Triteleia dudleyi,Dudley's Triteleia,,Yosemite National Park,144
Vascular Plant,Triteleia dudleyi,Dudley's Triteleia,,Bryce National Park,112
Vascular Plant,Triteleia dudleyi,Dudley's Triteleia,,Great Smoky Mountains National Park,37
Vascular Plant,Triteleia dudleyi,Dudley's Triteleia,,Yellowstone National Park,250
Vascular Plant,Triteleia grandiflora var. grandiflora,Largeflower Triteleia,,Great Smoky Mountains National Park,78
Vascular Plant,Triteleia grandiflora var. grandiflora,Largeflower Triteleia,,Yosemite National Park,132
Vascular Plant,Triteleia grandiflora var. grandiflora,Largeflower Triteleia,,Yellowstone National Park,248
Vascular Plant,Triteleia grandiflora var. grandiflora,Largeflower Triteleia,,Bryce National Park,104
Vascular Plant,Triteleia hyacinthina,"White Brodiaea, Wild Hyacinth",,Great Smoky Mountains National Park,20
Vascular Plant,Triteleia hyacinthina,"White Brodiaea, Wild Hyacinth",,Yosemite National Park,157
Vascular Plant,Triteleia hyacinthina,"White Brodiaea, Wild Hyacinth",,Bryce National Park,84
Vascular Plant,Triteleia hyacinthina,"White Brodiaea, Wild Hyacinth",,Yellowstone National Park,254
Vascular Plant,Triteleia ixioides ssp. anilina,Prettyface,,Yellowstone National Park,266
Vascular Plant,Triteleia ixioides ssp. anilina,Prettyface,,Great Smoky Mountains National Park,68
Vascular Plant,Triteleia ixioides ssp. anilina,Prettyface,,Yosemite National Park,151
Vascular Plant,Triteleia ixioides ssp. anilina,Prettyface,,Bryce National Park,117
Vascular Plant,Triteleia ixioides ssp. scabra,Prettyface,,Yosemite National Park,114
Vascular Plant,Triteleia ixioides ssp. scabra,Prettyface,,Great Smoky Mountains National Park,73
Vascular Plant,Triteleia ixioides ssp. scabra,Prettyface,,Bryce National Park,95
Vascular Plant,Triteleia ixioides ssp. scabra,Prettyface,,Yellowstone National Park,246
Vascular Plant,Triteleia laxa,Ithuriel's Spear,,Great Smoky Mountains National Park,44
Vascular Plant,Triteleia laxa,Ithuriel's Spear,,Bryce National Park,120
Vascular Plant,Triteleia laxa,Ithuriel's Spear,,Yosemite National Park,126
Vascular Plant,Triteleia laxa,Ithuriel's Spear,,Yellowstone National Park,290
Vascular Plant,Triteleia lugens,Coast Range Triteleia,,Yellowstone National Park,261
Vascular Plant,Triteleia lugens,Coast Range Triteleia,,Yosemite National Park,166
Vascular Plant,Triteleia lugens,Coast Range Triteleia,,Bryce National Park,107
Vascular Plant,Triteleia lugens,Coast Range Triteleia,,Great Smoky Mountains National Park,57
Vascular Plant,Triteleia montana,Sierra Triteleia,,Yellowstone National Park,272
Vascular Plant,Triteleia montana,Sierra Triteleia,,Yosemite National Park,171
Vascular Plant,Triteleia montana,Sierra Triteleia,,Great Smoky Mountains National Park,76
Vascular Plant,Triteleia montana,Sierra Triteleia,,Bryce National Park,78
Vascular Plant,Triticum aestivum,"Cultivated Wheat, Wheat",,Yosemite National Park,175
Vascular Plant,Triticum aestivum,"Cultivated Wheat, Wheat",,Great Smoky Mountains National Park,94
Vascular Plant,Triticum aestivum,"Cultivated Wheat, Wheat",,Bryce National Park,92
Vascular Plant,Triticum aestivum,"Cultivated Wheat, Wheat",,Yellowstone National Park,227
Vascular Plant,Triticum aestivum,"Cultivated Wheat, Wheat",,Yosemite National Park,133
Vascular Plant,Triticum aestivum,"Cultivated Wheat, Wheat",,Great Smoky Mountains National Park,61
Vascular Plant,Triticum aestivum,"Cultivated Wheat, Wheat",,Yellowstone National Park,260
Vascular Plant,Triticum aestivum,"Cultivated Wheat, Wheat",,Bryce National Park,85
Vascular Plant,Triticum aestivum,"Common Wheat, Wheat",,Yosemite National Park,175
Vascular Plant,Triticum aestivum,"Common Wheat, Wheat",,Great Smoky Mountains National Park,94
Vascular Plant,Triticum aestivum,"Common Wheat, Wheat",,Bryce National Park,92
Vascular Plant,Triticum aestivum,"Common Wheat, Wheat",,Yellowstone National Park,227
Vascular Plant,Triticum aestivum,"Common Wheat, Wheat",,Yosemite National Park,133
Vascular Plant,Triticum aestivum,"Common Wheat, Wheat",,Great Smoky Mountains National Park,61
Vascular Plant,Triticum aestivum,"Common Wheat, Wheat",,Yellowstone National Park,260
Vascular Plant,Triticum aestivum,"Common Wheat, Wheat",,Bryce National Park,85
Bird,Troglodytes aedon,House Wren,,Great Smoky Mountains National Park,71
Bird,Troglodytes aedon,House Wren,,Yellowstone National Park,263
Bird,Troglodytes aedon,House Wren,,Bryce National Park,127
Bird,Troglodytes aedon,House Wren,,Yosemite National Park,134
Bird,Troglodytes pacificus,Pacific Wren,,Yellowstone National Park,255
Bird,Troglodytes pacificus,Pacific Wren,,Bryce National Park,93
Bird,Troglodytes pacificus,Pacific Wren,,Great Smoky Mountains National Park,80
Bird,Troglodytes pacificus,Pacific Wren,,Yosemite National Park,122
Bird,Troglodytes troglodytes,Winter Wren,,Yellowstone National Park,231
Bird,Troglodytes troglodytes,Winter Wren,,Yosemite National Park,156
Bird,Troglodytes troglodytes,Winter Wren,,Bryce National Park,117
Bird,Troglodytes troglodytes,Winter Wren,,Great Smoky Mountains National Park,114
Vascular Plant,Tropidocarpum gracile,Dobie Pod,,Bryce National Park,88
Vascular Plant,Tropidocarpum gracile,Dobie Pod,,Great Smoky Mountains National Park,53
Vascular Plant,Tropidocarpum gracile,Dobie Pod,,Yellowstone National Park,274
Vascular Plant,Tropidocarpum gracile,Dobie Pod,,Yosemite National Park,123
Vascular Plant,Tsuga canadensis,Eastern Hemlock,,Yosemite National Park,129
Vascular Plant,Tsuga canadensis,Eastern Hemlock,,Bryce National Park,86
Vascular Plant,Tsuga canadensis,Eastern Hemlock,,Great Smoky Mountains National Park,69
Vascular Plant,Tsuga canadensis,Eastern Hemlock,,Yellowstone National Park,261
Vascular Plant,Tsuga mertensiana,"Alpine Hemlock, Black Hemlock, Hemlock Spruce, Mountain Hemlock",,Yellowstone National Park,256
Vascular Plant,Tsuga mertensiana,"Alpine Hemlock, Black Hemlock, Hemlock Spruce, Mountain Hemlock",,Bryce National Park,126
Vascular Plant,Tsuga mertensiana,"Alpine Hemlock, Black Hemlock, Hemlock Spruce, Mountain Hemlock",,Great Smoky Mountains National Park,75
Vascular Plant,Tsuga mertensiana,"Alpine Hemlock, Black Hemlock, Hemlock Spruce, Mountain Hemlock",,Yosemite National Park,156
Bird,Turdus migratorius,American Robin,,Great Smoky Mountains National Park,69
Bird,Turdus migratorius,American Robin,,Yellowstone National Park,250
Bird,Turdus migratorius,American Robin,,Yosemite National Park,123
Bird,Turdus migratorius,American Robin,,Bryce National Park,118
Vascular Plant,Tussilago farfara,Colt's Foot,,Yosemite National Park,116
Vascular Plant,Tussilago farfara,Colt's Foot,,Great Smoky Mountains National Park,46
Vascular Plant,Tussilago farfara,Colt's Foot,,Bryce National Park,95
Vascular Plant,Tussilago farfara,Colt's Foot,,Yellowstone National Park,207
Bird,Tympanuchus phasianellus,Sharp-Tailed Grouse,,Great Smoky Mountains National Park,97
Bird,Tympanuchus phasianellus,Sharp-Tailed Grouse,,Yosemite National Park,142
Bird,Tympanuchus phasianellus,Sharp-Tailed Grouse,,Yellowstone National Park,242
Bird,Tympanuchus phasianellus,Sharp-Tailed Grouse,,Bryce National Park,53
Vascular Plant,Typha angustifolia,Narrowleaf Cattail,,Bryce National Park,77
Vascular Plant,Typha angustifolia,Narrowleaf Cattail,,Yosemite National Park,166
Vascular Plant,Typha angustifolia,Narrowleaf Cattail,,Yellowstone National Park,241
Vascular Plant,Typha angustifolia,Narrowleaf Cattail,,Great Smoky Mountains National Park,96
Vascular Plant,Typha latifolia,"Broad-Leaf Cattail, Wideleaf Cattail",,Bryce National Park,108
Vascular Plant,Typha latifolia,"Broad-Leaf Cattail, Wideleaf Cattail",,Yellowstone National Park,226
Vascular Plant,Typha latifolia,"Broad-Leaf Cattail, Wideleaf Cattail",,Yellowstone National Park,218
Vascular Plant,Typha latifolia,"Broad-Leaf Cattail, Wideleaf Cattail",,Yosemite National Park,150
Vascular Plant,Typha latifolia,"Broad-Leaf Cattail, Wideleaf Cattail",,Yosemite National Park,162
Vascular Plant,Typha latifolia,"Broad-Leaf Cattail, Wideleaf Cattail",,Bryce National Park,104
Vascular Plant,Typha latifolia,"Broad-Leaf Cattail, Wideleaf Cattail",,Great Smoky Mountains National Park,54
Vascular Plant,Typha latifolia,"Broad-Leaf Cattail, Wideleaf Cattail",,Great Smoky Mountains National Park,69
Vascular Plant,Typha latifolia,"Broadleaf Cattail, Cattail, Common Cattail",,Bryce National Park,108
Vascular Plant,Typha latifolia,"Broadleaf Cattail, Cattail, Common Cattail",,Yellowstone National Park,226
Vascular Plant,Typha latifolia,"Broadleaf Cattail, Cattail, Common Cattail",,Yellowstone National Park,218
Vascular Plant,Typha latifolia,"Broadleaf Cattail, Cattail, Common Cattail",,Yosemite National Park,150
Vascular Plant,Typha latifolia,"Broadleaf Cattail, Cattail, Common Cattail",,Yosemite National Park,162
Vascular Plant,Typha latifolia,"Broadleaf Cattail, Cattail, Common Cattail",,Bryce National Park,104
Vascular Plant,Typha latifolia,"Broadleaf Cattail, Cattail, Common Cattail",,Great Smoky Mountains National Park,54
Vascular Plant,Typha latifolia,"Broadleaf Cattail, Cattail, Common Cattail",,Great Smoky Mountains National Park,69
Bird,Tyrannus forficata,Scissor-Tailed Flycatcher,,Yellowstone National Park,263
Bird,Tyrannus forficata,Scissor-Tailed Flycatcher,,Yosemite National Park,137
Bird,Tyrannus forficata,Scissor-Tailed Flycatcher,,Bryce National Park,137
Bird,Tyrannus forficata,Scissor-Tailed Flycatcher,,Great Smoky Mountains National Park,89
Bird,Tyrannus forficatus,Scissor-Tailed Flycatcher,,Great Smoky Mountains National Park,114
Bird,Tyrannus forficatus,Scissor-Tailed Flycatcher,,Yosemite National Park,145
Bird,Tyrannus forficatus,Scissor-Tailed Flycatcher,,Bryce National Park,85
Bird,Tyrannus forficatus,Scissor-Tailed Flycatcher,,Yellowstone National Park,209
Bird,Tyrannus tyrannus,Eastern Kingbird,,Bryce National Park,118
Bird,Tyrannus tyrannus,Eastern Kingbird,,Yosemite National Park,150
Bird,Tyrannus tyrannus,Eastern Kingbird,,Great Smoky Mountains National Park,91
Bird,Tyrannus tyrannus,Eastern Kingbird,,Yellowstone National Park,250
Bird,Tyrannus verticalis,Western Kingbird,,Bryce National Park,78
Bird,Tyrannus verticalis,Western Kingbird,,Yellowstone National Park,294
Bird,Tyrannus verticalis,Western Kingbird,,Great Smoky Mountains National Park,48
Bird,Tyrannus verticalis,Western Kingbird,,Yosemite National Park,160
Bird,Tyto alba,"Barn Owl, Common Barn-Owl",,Yellowstone National Park,235
Bird,Tyto alba,"Barn Owl, Common Barn-Owl",,Great Smoky Mountains National Park,92
Bird,Tyto alba,"Barn Owl, Common Barn-Owl",,Yosemite National Park,133
Bird,Tyto alba,"Barn Owl, Common Barn-Owl",,Yosemite National Park,143
Bird,Tyto alba,"Barn Owl, Common Barn-Owl",,Yellowstone National Park,247
Bird,Tyto alba,"Barn Owl, Common Barn-Owl",,Bryce National Park,84
Bird,Tyto alba,"Barn Owl, Common Barn-Owl",,Bryce National Park,96
Bird,Tyto alba,"Barn Owl, Common Barn-Owl",,Great Smoky Mountains National Park,67
Bird,Tyto alba,Barn Owl,,Yellowstone National Park,235
Bird,Tyto alba,Barn Owl,,Great Smoky Mountains National Park,92
Bird,Tyto alba,Barn Owl,,Yosemite National Park,133
Bird,Tyto alba,Barn Owl,,Yosemite National Park,143
Bird,Tyto alba,Barn Owl,,Yellowstone National Park,247
Bird,Tyto alba,Barn Owl,,Bryce National Park,84
Bird,Tyto alba,Barn Owl,,Bryce National Park,96
Bird,Tyto alba,Barn Owl,,Great Smoky Mountains National Park,67
Bird,Tytonidae,Barn-Owls,,Bryce National Park,111
Bird,Tytonidae,Barn-Owls,,Great Smoky Mountains National Park,107
Bird,Tytonidae,Barn-Owls,,Yosemite National Park,156
Bird,Tytonidae,Barn-Owls,,Yellowstone National Park,238
Vascular Plant,Ulmus alata,Winged Elm,,Yosemite National Park,144
Vascular Plant,Ulmus alata,Winged Elm,,Bryce National Park,121
Vascular Plant,Ulmus alata,Winged Elm,,Yellowstone National Park,259
Vascular Plant,Ulmus alata,Winged Elm,,Great Smoky Mountains National Park,103
Vascular Plant,Ulmus americana,American Elm,,Great Smoky Mountains National Park,54
Vascular Plant,Ulmus americana,American Elm,,Yellowstone National Park,241
Vascular Plant,Ulmus americana,American Elm,,Bryce National Park,114
Vascular Plant,Ulmus americana,American Elm,,Yosemite National Park,146
Vascular Plant,Ulmus pumila,Siberean Elm,,Great Smoky Mountains National Park,82
Vascular Plant,Ulmus pumila,Siberean Elm,,Bryce National Park,113
Vascular Plant,Ulmus pumila,Siberean Elm,,Yosemite National Park,132
Vascular Plant,Ulmus pumila,Siberean Elm,,Yellowstone National Park,273
Vascular Plant,Ulmus rubra,Slippery Elm,,Bryce National Park,113
Vascular Plant,Ulmus rubra,Slippery Elm,,Yosemite National Park,147
Vascular Plant,Ulmus rubra,Slippery Elm,,Yellowstone National Park,217
Vascular Plant,Ulmus rubra,Slippery Elm,,Great Smoky Mountains National Park,95
Nonvascular Plant,Ulota coarctata,Ulota Moss,,Yosemite National Park,150
Nonvascular Plant,Ulota coarctata,Ulota Moss,,Yellowstone National Park,270
Nonvascular Plant,Ulota coarctata,Ulota Moss,,Bryce National Park,87
Nonvascular Plant,Ulota coarctata,Ulota Moss,,Great Smoky Mountains National Park,65
Nonvascular Plant,Ulota crispa,Ulota Moss,,Great Smoky Mountains National Park,108
Nonvascular Plant,Ulota crispa,Ulota Moss,,Yellowstone National Park,293
Nonvascular Plant,Ulota crispa,Ulota Moss,,Yosemite National Park,149
Nonvascular Plant,Ulota crispa,Ulota Moss,,Bryce National Park,129
Nonvascular Plant,Ulota hutchinsiae,Hutchins' Ulota Moss,,Great Smoky Mountains National Park,67
Nonvascular Plant,Ulota hutchinsiae,Hutchins' Ulota Moss,,Yellowstone National Park,287
Nonvascular Plant,Ulota hutchinsiae,Hutchins' Ulota Moss,,Yosemite National Park,145
Nonvascular Plant,Ulota hutchinsiae,Hutchins' Ulota Moss,,Bryce National Park,96
Nonvascular Plant,Ulota hutchinsiae var. rufescens,Hutchins' Ulota Moss,,Yellowstone National Park,263
Nonvascular Plant,Ulota hutchinsiae var. rufescens,Hutchins' Ulota Moss,,Yosemite National Park,166
Nonvascular Plant,Ulota hutchinsiae var. rufescens,Hutchins' Ulota Moss,,Great Smoky Mountains National Park,45
Nonvascular Plant,Ulota hutchinsiae var. rufescens,Hutchins' Ulota Moss,,Bryce National Park,106
Vascular Plant,Umbellularia californica,California Laurel,,Yosemite National Park,166
Vascular Plant,Umbellularia californica,California Laurel,,Great Smoky Mountains National Park,69
Vascular Plant,Umbellularia californica,California Laurel,,Yellowstone National Park,276
Vascular Plant,Umbellularia californica,California Laurel,,Bryce National Park,59
Vascular Plant,Uniola laxa,Slender Spikegrass,,Great Smoky Mountains National Park,53
Vascular Plant,Uniola laxa,Slender Spikegrass,,Yellowstone National Park,274
Vascular Plant,Uniola laxa,Slender Spikegrass,,Bryce National Park,99
Vascular Plant,Uniola laxa,Slender Spikegrass,,Yosemite National Park,157
Mammal,Urocitellus beldingi,Belding's Ground Squirrel,,Yosemite National Park,157
Mammal,Urocitellus beldingi,Belding's Ground Squirrel,,Bryce National Park,131
Mammal,Urocitellus beldingi,Belding's Ground Squirrel,,Yellowstone National Park,244
Mammal,Urocitellus beldingi,Belding's Ground Squirrel,,Great Smoky Mountains National Park,112
Mammal,Urocyon cinereoargenteus,"Common Gray Fox, Gray Fox",,Great Smoky Mountains National Park,91
Mammal,Urocyon cinereoargenteus,"Common Gray Fox, Gray Fox",,Yosemite National Park,187
Mammal,Urocyon cinereoargenteus,"Common Gray Fox, Gray Fox",,Bryce National Park,124
Mammal,Urocyon cinereoargenteus,"Common Gray Fox, Gray Fox",,Yellowstone National Park,239
Mammal,Urocyon cinereoargenteus,"Common Gray Fox, Gray Fox",,Great Smoky Mountains National Park,71
Mammal,Urocyon cinereoargenteus,"Common Gray Fox, Gray Fox",,Yellowstone National Park,215
Mammal,Urocyon cinereoargenteus,"Common Gray Fox, Gray Fox",,Bryce National Park,123
Mammal,Urocyon cinereoargenteus,"Common Gray Fox, Gray Fox",,Yosemite National Park,149
Mammal,Urocyon cinereoargenteus,Gray Fox,,Great Smoky Mountains National Park,91
Mammal,Urocyon cinereoargenteus,Gray Fox,,Yosemite National Park,187
Mammal,Urocyon cinereoargenteus,Gray Fox,,Bryce National Park,124
Mammal,Urocyon cinereoargenteus,Gray Fox,,Yellowstone National Park,239
Mammal,Urocyon cinereoargenteus,Gray Fox,,Great Smoky Mountains National Park,71
Mammal,Urocyon cinereoargenteus,Gray Fox,,Yellowstone National Park,215
Mammal,Urocyon cinereoargenteus,Gray Fox,,Bryce National Park,123
Mammal,Urocyon cinereoargenteus,Gray Fox,,Yosemite National Park,149
Vascular Plant,Uropappus lindleyi,Lindley's Silverpuffs,,Yosemite National Park,132
Vascular Plant,Uropappus lindleyi,Lindley's Silverpuffs,,Bryce National Park,115
Vascular Plant,Uropappus lindleyi,Lindley's Silverpuffs,,Yellowstone National Park,246
Vascular Plant,Uropappus lindleyi,Lindley's Silverpuffs,,Great Smoky Mountains National Park,52
Mammal,Ursus americanus,Black Bear,,Yosemite National Park,162
Mammal,Ursus americanus,Black Bear,,Great Smoky Mountains National Park,94
Mammal,Ursus americanus,Black Bear,,Bryce National Park,86
Mammal,Ursus americanus,Black Bear,,Bryce National Park,128
Mammal,Ursus americanus,Black Bear,,Yellowstone National Park,245
Mammal,Ursus americanus,Black Bear,,Great Smoky Mountains National Park,28
Mammal,Ursus americanus,Black Bear,,Yellowstone National Park,228
Mammal,Ursus americanus,Black Bear,,Yosemite National Park,161
Mammal,Ursus americanus,"American Black Bear, Black Bear",,Yosemite National Park,162
Mammal,Ursus americanus,"American Black Bear, Black Bear",,Great Smoky Mountains National Park,94
Mammal,Ursus americanus,"American Black Bear, Black Bear",,Bryce National Park,86
Mammal,Ursus americanus,"American Black Bear, Black Bear",,Bryce National Park,128
Mammal,Ursus americanus,"American Black Bear, Black Bear",,Yellowstone National Park,245
Mammal,Ursus americanus,"American Black Bear, Black Bear",,Great Smoky Mountains National Park,28
Mammal,Ursus americanus,"American Black Bear, Black Bear",,Yellowstone National Park,228
Mammal,Ursus americanus,"American Black Bear, Black Bear",,Yosemite National Park,161
Mammal,Ursus arctos,"Brown Bear, Grizzly Bear",,Yosemite National Park,130
Mammal,Ursus arctos,"Brown Bear, Grizzly Bear",,Bryce National Park,73
Mammal,Ursus arctos,"Brown Bear, Grizzly Bear",,Yellowstone National Park,232
Mammal,Ursus arctos,"Brown Bear, Grizzly Bear",,Great Smoky Mountains National Park,104
Mammal,Ursus arctos horribilis,Grizzly Bear,Threatened,Bryce National Park,38
Mammal,Ursus arctos horribilis,Grizzly Bear,Threatened,Great Smoky Mountains National Park,50
Mammal,Ursus arctos horribilis,Grizzly Bear,Threatened,Yosemite National Park,73
Mammal,Ursus arctos horribilis,Grizzly Bear,Threatened,Yellowstone National Park,115
Vascular Plant,Urtica dioica,Stinging Nettle,,Yellowstone National Park,225
Vascular Plant,Urtica dioica,Stinging Nettle,,Bryce National Park,89
Vascular Plant,Urtica dioica,Stinging Nettle,,Yosemite National Park,205
Vascular Plant,Urtica dioica,Stinging Nettle,,Great Smoky Mountains National Park,88
Vascular Plant,Urtica dioica ssp. holosericea,"Hoary Stinging Nettle, Slim Nettle, Stinging Nettle",,Yellowstone National Park,236
Vascular Plant,Urtica dioica ssp. holosericea,"Hoary Stinging Nettle, Slim Nettle, Stinging Nettle",,Yosemite National Park,177
Vascular Plant,Urtica dioica ssp. holosericea,"Hoary Stinging Nettle, Slim Nettle, Stinging Nettle",,Bryce National Park,96
Vascular Plant,Urtica dioica ssp. holosericea,"Hoary Stinging Nettle, Slim Nettle, Stinging Nettle",,Great Smoky Mountains National Park,61
Vascular Plant,Urtica dioica var. procera,"California Nettle, Slender Nettle, Stinging Nettle, Tall Nettle",,Yellowstone National Park,220
Vascular Plant,Urtica dioica var. procera,"California Nettle, Slender Nettle, Stinging Nettle, Tall Nettle",,Great Smoky Mountains National Park,67
Vascular Plant,Urtica dioica var. procera,"California Nettle, Slender Nettle, Stinging Nettle, Tall Nettle",,Yosemite National Park,168
Vascular Plant,Urtica dioica var. procera,"California Nettle, Slender Nettle, Stinging Nettle, Tall Nettle",,Bryce National Park,85
Vascular Plant,Urtica urens,"Burning Nettle, Dwarf Nettle",,Yosemite National Park,156
Vascular Plant,Urtica urens,"Burning Nettle, Dwarf Nettle",,Great Smoky Mountains National Park,54
Vascular Plant,Urtica urens,"Burning Nettle, Dwarf Nettle",,Yellowstone National Park,227
Vascular Plant,Urtica urens,"Burning Nettle, Dwarf Nettle",,Bryce National Park,73
Vascular Plant,Utricularia gibba,"Conespur Bladderpod, Humped Bladderwort",,Yellowstone National Park,242
Vascular Plant,Utricularia gibba,"Conespur Bladderpod, Humped Bladderwort",,Great Smoky Mountains National Park,80
Vascular Plant,Utricularia gibba,"Conespur Bladderpod, Humped Bladderwort",,Yosemite National Park,135
Vascular Plant,Utricularia gibba,"Conespur Bladderpod, Humped Bladderwort",,Bryce National Park,72
Vascular Plant,Utricularia intermedia,Flatleaf Bladderwort,,Yellowstone National Park,268
Vascular Plant,Utricularia intermedia,Flatleaf Bladderwort,,Bryce National Park,86
Vascular Plant,Utricularia intermedia,Flatleaf Bladderwort,,Great Smoky Mountains National Park,64
Vascular Plant,Utricularia intermedia,Flatleaf Bladderwort,,Great Smoky Mountains National Park,101
Vascular Plant,Utricularia intermedia,Flatleaf Bladderwort,,Yosemite National Park,149
Vascular Plant,Utricularia intermedia,Flatleaf Bladderwort,,Yellowstone National Park,259
Vascular Plant,Utricularia intermedia,Flatleaf Bladderwort,,Yosemite National Park,156
Vascular Plant,Utricularia intermedia,Flatleaf Bladderwort,,Bryce National Park,113
Vascular Plant,Utricularia intermedia,"Flatleaf Bladderwort, Flat-Leaf Bladderwort, Mountain Bladderwort",,Yellowstone National Park,268
Vascular Plant,Utricularia intermedia,"Flatleaf Bladderwort, Flat-Leaf Bladderwort, Mountain Bladderwort",,Bryce National Park,86
Vascular Plant,Utricularia intermedia,"Flatleaf Bladderwort, Flat-Leaf Bladderwort, Mountain Bladderwort",,Great Smoky Mountains National Park,64
Vascular Plant,Utricularia intermedia,"Flatleaf Bladderwort, Flat-Leaf Bladderwort, Mountain Bladderwort",,Great Smoky Mountains National Park,101
Vascular Plant,Utricularia intermedia,"Flatleaf Bladderwort, Flat-Leaf Bladderwort, Mountain Bladderwort",,Yosemite National Park,149
Vascular Plant,Utricularia intermedia,"Flatleaf Bladderwort, Flat-Leaf Bladderwort, Mountain Bladderwort",,Yellowstone National Park,259
Vascular Plant,Utricularia intermedia,"Flatleaf Bladderwort, Flat-Leaf Bladderwort, Mountain Bladderwort",,Yosemite National Park,156
Vascular Plant,Utricularia intermedia,"Flatleaf Bladderwort, Flat-Leaf Bladderwort, Mountain Bladderwort",,Bryce National Park,113
Vascular Plant,Utricularia macrorhiza,"Common Bladderpod, Common Bladderwort, Greater Bladderwort",,Bryce National Park,93
Vascular Plant,Utricularia macrorhiza,"Common Bladderpod, Common Bladderwort, Greater Bladderwort",,Yosemite National Park,137
Vascular Plant,Utricularia macrorhiza,"Common Bladderpod, Common Bladderwort, Greater Bladderwort",,Great Smoky Mountains National Park,85
Vascular Plant,Utricularia macrorhiza,"Common Bladderpod, Common Bladderwort, Greater Bladderwort",,Yellowstone National Park,238
Vascular Plant,Utricularia minor,Lesser Bladderwort,,Yellowstone National Park,242
Vascular Plant,Utricularia minor,Lesser Bladderwort,,Yosemite National Park,146
Vascular Plant,Utricularia minor,Lesser Bladderwort,,Great Smoky Mountains National Park,98
Vascular Plant,Utricularia minor,Lesser Bladderwort,,Bryce National Park,140
